X,name,Year,D,TR.year,agePA,PAArea,Forest.2000,Loss.2001,Loss.2002,Loss.2003,Loss.2004,Loss.2005,Loss.2006,Loss.2007,Loss.2008,Loss.2009,Loss.2010,Loss.2011,Loss.2012,Loss.2013,Loss.2014,Loss.2015,Loss.2016,Loss.2017,Loss.2018,Loss.2019,Loss.2020,Rainfall.2000,Rainfall.2001,Rainfall.2002,Rainfall.2003,Rainfall.2004,Rainfall.2005,Rainfall.2006,Rainfall.2007,Rainfall.2008,Rainfall.2009,Rainfall.2010,Rainfall.2011,Rainfall.2012,Rainfall.2013,Rainfall.2014,Rainfall.2015,Rainfall.2016,Rainfall.2017,Rainfall.2018,Rainfall.2019,Rainfall.2020,Population.2000,Population.2001,Population.2002,Population.2003,Population.2004,Population.2005,Population.2006,Population.2007,Population.2008,Population.2009,Population.2010,Population.2011,Population.2012,Population.2013,Population.2014,Population.2015,Population.2016,Population.2017,Population.2018,Population.2019,Population.2020,slope,aspect,elevation,ppp2000,Road.length,Zone,x,y,closest.city,AGB.mean
88,Mukurthi National Park,1990,0,0,30,91093210.52,40.19218941,0,0,0,0.0243,0.0252,0.0252,0.775217647,0.775217647,0.777917647,0.777917647,0.814817647,0.824717647,0.829217647,0.831017647,0.832817647,0.832817647,0.892927059,1.025452941,3.044968235,3.100965882,1856.036462,1989.109347,1771.095719,1687.627866,2136.182965,2454.443373,2321.027024,2520.877458,1878.971865,1950.569396,2640.47231,2367.165238,1969.61334,1797.615441,1817.534283,1808.438686,1280.706205,1846.624576,2170.056326,1964.580176,1962.086596,0.55983073,0.550592928,0.565867887,0.547364375,0.473212606,0.558799427,0.661127191,0.471060651,0.49378803,0.472493142,0.468028453,0.433802484,0.437687104,0.47469592,0.471502591,0.546158084,0.511455315,0.615983129,0.632026352,0.694155047,0.747849958,17.62475933,187.9297587,2188.991411,10.18638,13199.19036,WG,76.50757,11.28488,218.1495327,134.4861718
89,Nagarahole (Rajiv Gandhi) National Park/Tiger Reserve,1988,1,2007,32,679763472.6,590.26092,0.214312941,0.215212941,0.440212941,0.586852941,0.600352941,0.929664706,1.066161177,1.387461177,1.479247059,1.486447059,1.572847059,1.664647059,1.953617647,2.004017647,2.004017647,2.021117647,2.030117647,2.030117647,2.030117647,2.030117647,1741.278838,1727.91148,1525.94189,1656.496938,1929.213455,2318.441102,1947.845506,2306.941782,1876.131401,1955.554236,2342.626318,1941.781738,1780.920343,1439.845902,1558.820696,1480.814143,1026.42576,1689.01138,1823.632618,1649.992919,1724.072402,0.398641073,0.461466973,0.428869232,0.441303435,0.38209849,0.425597678,0.429317164,0.408514013,0.421180366,0.405868833,0.461208816,0.363935024,0.391618582,0.404624104,0.464871729,0.432413327,0.398997036,0.418846821,0.457296527,0.487760925,0.399839744,3.113068973,160.1459163,812.9783137,11.4390237,77904.64097,WG,76.15371,12.06095,202.4638037,225.9054631
90,Nagarjuna Sagar-Srisailam WLS PLIT,1978,1,2007,42,3339302881,1105.473561,0.1134,0.116216471,0.232316471,0.269216471,0.314216471,0.323216471,0.352016471,0.378098824,0.441808236,0.448108236,0.465208236,0.542964707,0.599664707,0.674364707,0.674364707,0.674364707,0.674364707,0.674364707,0.678864707,0.678864707,1203.816763,960.9642192,912.8261817,731.2374138,810.6833757,1178.960135,909.6274824,1342.270354,922.5103194,863.0534953,1439.46521,793.8306013,960.1951256,1039.451328,773.0365875,790.5109385,820.4006107,953.9086121,771.1212369,969.0888918,1383.359656,0.311013189,0.311506028,0.310688532,0.320764644,0.321770391,0.307839683,0.32117508,0.32244398,0.328347543,0.329044061,0.314223513,0.311350325,0.297457694,0.33246486,0.333139252,0.362205506,0.330428148,0.343778291,0.345342439,0.351287294,0.366943034,8.943370661,179.5633999,485.2233272,3.342474011,159412.6303,CEEG,78.863,15.897,237.2927788,85.74217164
91,Nambor WLS,2000,0,0,20,16626445.86,16.60831765,9.00E-04,0.0018,0.0018,0.0018,0.0063,0.007288,0.007288,0.019160941,0.027260941,0.027260941,0.031093882,0.037549176,0.037549176,0.037549176,0.037549176,0.037549176,0.037549176,0.037549176,0.037549176,0.039402117,2691.604465,2315.624025,2164.826273,2454.098495,2848.476848,2298.99116,1902.73079,2646.109149,2343.949538,2068.074609,2733.725348,2272.879168,2431.863685,2257.695439,2257.395398,2157.193839,2487.119991,2562.712508,2439.126482,2282.662986,2207.499751,0.781893962,0.791456564,0.750163471,0.773887364,0.779380335,0.899255166,0.912807414,0.849858382,0.891012798,0.912592324,0.958932203,0.919380618,0.94197923,0.945858054,0.860053794,0.828273052,0.894567022,0.856764432,0.868583245,0.884276665,0.841409806,1.935049212,161.9249149,133.2607449,2.174298,5899.666653,SGNEBF,93.86419,26.35908,71.54545455,182.0945974
92,Nambor-Doigrung WLS,2003,0,0,17,49382747.63,47.01415765,0.040288235,0.046563529,0.046563529,0.069049411,0.083414117,0.105765882,0.110234117,0.186723529,0.247807058,0.311837646,0.350767058,0.558088234,0.579003528,0.61631294,0.619379999,0.634679999,0.64781294,0.65177294,0.65177294,0.660959999,2715.067823,2283.602962,2147.564109,2464.554462,2799.480479,2297.518641,1914.277385,2635.807005,2315.353474,2042.007246,2724.160486,2206.780414,2421.695972,2217.686368,2205.663565,2185.738919,2506.491348,2532.534033,2484.562975,2311.560548,2238.244087,1.298273676,1.403442116,1.317864118,1.374442032,1.347039586,1.379421201,1.413513122,1.383904691,1.397072956,1.486469762,1.500527106,1.502654764,1.63284786,1.636909032,1.547919388,1.550271591,1.542471133,1.674786212,1.670220448,1.639452599,1.752125048,1.395284855,158.9577924,120.4257977,2.174298,10887.84676,SGNEBF,93.85248,26.42361,102.1285714,155.5309512
93,Namdapha National Park/Tiger Reserve,1983,1,1987,37,1958286074,1849.901096,0.386163529,0.975663529,1.322452941,2.042858823,2.500958823,2.977394117,3.607224705,4.171524705,4.596547058,4.969549411,5.506849411,6.495391764,7.235682352,8.455807058,9.111727058,11.14121294,12.70861412,13.46717294,14.15027294,14.79887294,2928.914269,2970.700097,2873.890797,2660.010273,3175.384855,2892.150249,2951.324348,2897.376192,2643.42565,2397.94774,3159.77348,2506.994764,3002.761764,2921.808577,2368.348556,2805.927257,3062.522589,2846.831771,2370.548619,2595.920008,2516.764677,0.046920506,0.042869704,0.041709342,0.042721941,0.046136136,0.042745659,0.043066297,0.045013027,0.043682831,0.043108116,0.04347828,0.044261649,0.044992283,0.047038535,0.047865456,0.053560433,0.054864544,0.057633748,0.057063162,0.057821273,0.060595876,21.72216819,189.0093174,1496.100558,0.2754163,94605.32285,SGNEBF,96.56915,27.47524,792.2902098,314.6907061
94,Nandhaur WLS,2012,0,0,8,255875917.2,246.8456118,0.012592941,0.014392941,0.034192941,0.414324706,0.657109412,0.715609412,0.741709412,0.919810588,1.0512,1.245056471,1.326582353,1.476335294,1.478135294,1.478135294,1.478135294,1.478135294,1.478135294,1.478135294,1.484435294,1.484435294,1572.222251,977.0580834,1090.882347,1450.808281,1185.8813,1232.395001,1196.161192,1356.357646,1426.257262,1383.716685,1454.380514,2047.948626,1391.09856,2087.312551,1325.291667,1362.59361,1579.254761,1674.39928,1609.314463,1445.005883,1498.028712,0.41404086,0.458617397,0.473972822,0.457007152,0.409462286,0.453250981,0.456046129,0.468165517,0.498974233,0.549292718,0.563078977,0.62049687,0.912531894,0.711163886,0.760132628,0.716478199,0.649436361,0.663179965,0.65758707,0.658040536,0.692162702,16.96403338,179.4571296,627.7298052,3.966976793,17369.63572,CEEG,79.86914,29.11557,240.120944,297.6302187
95,Nawegaon-Nagzira Tiger Reserve,1975,1,2013,45,826536617.8,484.1077129,0.166881176,0.657381176,0.919464705,4.00775294,4.179571764,4.739375293,4.92893294,5.137228234,5.364928234,5.823028234,6.647375293,6.893018822,7.065818822,7.130639998,7.130639998,7.130639998,7.130639998,7.133339998,7.133339998,7.133339998,1038.653155,1453.818078,1111.205249,1560.153687,1142.681009,1541.42489,1300.348422,1511.937237,1352.091077,1255.533048,1786.403474,1488.744912,1523.404879,1850.461047,1209.143053,1265.232306,1384.310484,1215.634684,1297.239402,1492.366357,1621.879896,0.690623647,0.670581695,0.665359053,0.676292317,0.704271233,0.679244326,0.721572537,0.748783768,0.774962841,0.702106394,0.703466348,0.68085137,0.756149397,0.758875461,0.741302727,0.682888441,0.717303395,0.734572267,0.749709782,0.77367672,0.784053758,4.98831057,179.3493252,343.8862109,5.629134879,13757.97117,CEEG,80.06218,21.14271,220.7567829,146.9897695
96,Nellai WLS,2015,0,0,5,339429736.4,224.0949953,0.252416471,0.585931765,0.656756471,0.72336,0.822374118,0.931662353,0.992862353,1.103569412,1.131469412,1.131469412,1.660754118,1.939747059,1.950547059,2.02956,2.04126,2.145977647,2.162177647,2.227877647,2.264064706,2.312996471,2043.038499,2047.712319,1867.753647,1926.502012,2321.548188,2184.508988,2716.430719,2492.099683,2276.25709,2019.162974,2634.229967,2137.853502,2087.387881,2017.778193,1805.245865,2295.627221,1279.173628,1960.810023,2251.642483,2143.792495,2135.434143,1.607504562,1.50972976,1.545922479,1.51415462,1.555057113,1.55313292,1.634312941,1.54489387,1.480194927,1.513861077,1.705727421,1.456316455,1.138092699,1.295206616,1.262717578,1.395864162,1.409394968,1.486568856,1.458892563,1.468562809,1.635923584,22.04571007,141.0684717,673.3074946,10.34830806,1192.367876,WG,77.28286,9.14219,384.1840194,162.8826196
97,Neora Valley National Park,1986,0,0,34,174876547.9,162.8037635,0.0243,0.045,0.0459,0.084649412,0.094549412,0.137548236,0.207112942,0.246712942,0.330384707,0.363684707,0.423984707,0.470735295,0.486935295,0.489635295,0.489635295,0.567935295,0.569735295,0.572435295,0.577835295,0.587735295,2308.414763,2094.083711,1905.331843,2025.892438,2081.766001,1962.251023,1955.777471,2163.926274,2152.999537,2670.787778,2182.817186,2042.319295,2167.102964,1951.626963,2032.789628,2077.619727,2036.356525,2152.363046,1654.560531,1863.201634,2159.562602,0.257074245,0.251675559,0.252700274,0.271746463,0.257226966,0.248559894,0.259014489,0.251101231,0.250665087,0.282253014,0.251142616,0.258331901,0.274358232,0.301383076,0.29182013,0.275230039,0.293263381,0.301298696,0.317030515,0.321001687,0.308327612,24.38078177,171.6721047,1760.806608,2.657252167,4499.662732,SGNEBF,88.75045,27.06585,513.907489,276.7403194
98,Netravali WLS,1999,0,0,21,170972321.8,161.9134941,0.0018,0.0018,0.002008,0.027208,0.065908,0.080308,0.106408,0.173008,0.202708,0.202708,0.217108,0.235108,0.236008,0.237808,0.237808,0.245908,0.263008,0.289478588,0.294878588,0.299378588,3329.921892,2078.460175,2144.023072,2296.379298,2638.009872,3259.693489,3191.001503,3625.735231,2679.780705,3204.416824,3573.283358,3401.566367,2034.163248,2630.676123,3143.035674,2320.879553,2768.163672,2571.741427,2804.520887,3979.642537,3451.418594,0.174273792,0.164915785,0.15666538,0.168542461,0.180801415,0.157640056,0.163928312,0.175581669,0.169262117,0.165393101,0.169045514,0.162521899,0.165448394,0.161676895,0.165577897,0.158087516,0.150703169,0.149675154,0.157025882,0.158279103,0.149649226,13.60811017,200.6652268,343.2031009,8.159821847,6734.38538,WG,74.24871,15.10661,215.6937799,239.1863606
99,Neyyar WLS,1958,0,0,62,104090183.2,97.33609412,0.083022353,0.092022353,0.175076471,0.175076471,0.214944706,0.565831765,0.799196471,0.859528236,0.870370589,0.872170589,0.88368353,0.984755295,1.117055295,1.155021177,1.449395295,1.452617648,1.462245883,1.465845883,1.465845883,1.483736471,1812.070536,1857.400168,1727.872367,1719.843566,2039.466291,2036.431663,2461.134543,2119.597448,2075.230572,1853.803578,2097.836207,2005.346712,1750.014837,1723.447186,1643.040724,2257.739487,1171.559001,1697.676163,1871.213325,2064.428381,1860.993483,0.831163879,1.07146675,0.801768778,1.163872636,1.684446906,1.17982783,1.078972743,1.132297683,0.988873778,0.781474599,1.114543307,0.847557816,0.743779885,0.708270412,0.664478534,0.704049834,0.922059882,0.915944029,0.999716776,1.01791978,1.029419085,16.42829243,195.1945711,462.3475106,13.32348,0,WG,77.22639,8.55523,432.5371901,216.846201
100,Ngengpui WLS,1991,0,0,29,52917539.59,52.5141,0.007475294,0.012052941,0.041752941,0.071209412,0.079909412,0.085327059,0.085327059,0.109627059,0.143827059,0.144727059,0.160027059,0.183349412,0.197710588,0.206954117,0.230798823,0.288585882,0.375430588,0.391365882,0.425230588,0.465748235,2759.874893,2825.892991,2753.061436,2523.260857,2924.320597,2187.635545,2402.281564,3175.616783,1994.958369,2494.34582,3212.525422,2870.132003,2609.484168,2565.393671,2247.120341,3362.496013,2753.268707,3345.135021,2386.32268,2396.140691,2687.520648,0.119668334,0.135836741,0.13339284,0.154908773,0.12187323,0.141704321,0.148907605,0.128320408,0.174265571,0.200529091,0.198226757,0.209245646,0.278436804,0.204191739,0.23899199,0.199599058,0.195167263,0.193221997,0.219595726,0.222470635,0.197139786,15.80881868,155.6575607,272.2028006,3.107736,0,SGNEBF,92.7794,22.4205,314.1818182,266.9824914
101,Noradehi WLS,1984,0,0,36,1359617345,78.74222471,0.0171,0.028612941,0.029512941,0.037150588,0.102010588,0.369310588,0.409810588,0.458410588,0.715803529,0.715803529,0.762603529,0.875901176,0.880401176,0.888501176,0.888501176,0.888501176,0.888501176,0.888501176,0.888501176,0.888501176,1062.924121,1274.709034,1123.610954,1567.075872,1139.053652,1737.475776,1273.402272,1133.38317,1347.382074,1199.954196,1382.395121,1421.575991,1330.313021,2044.273091,1132.311297,988.6179985,1838.099742,1147.647183,1268.512486,1678.402025,1386.857606,0.640032952,0.649619309,0.641056856,0.665711264,0.680514769,0.667657344,0.683134502,0.693591763,0.6818407,0.731154365,0.710794952,0.681168381,0.629982199,0.651882736,0.651024926,0.663063464,0.639701662,0.676945389,0.690454482,0.704573502,0.785634914,2.515590648,166.5303196,449.1412631,3.442919,138934.4636,CEEG,79.24069,23.36077,187.3482298,113.0238432
102,North Karbi Anglong WLS,2000,0,0,20,195710097,195.3049518,0.322609412,0.465247059,0.631747059,0.966017647,1.151336471,1.442322353,2.268204706,2.766081177,3.399924706,3.516924706,3.6585,3.902431765,4.188038824,4.585210589,5.03508706,5.689545884,6.754641178,7.595872943,8.236563531,9.205718825,2281.365322,1890.836079,1917.724081,2061.363221,2512.774385,1929.98196,1707.837227,2312.053996,1935.149337,1825.488006,2447.169126,1825.116181,2202.314566,1964.328203,1814.082816,1935.673334,2210.696287,2215.351048,1950.578651,1981.227693,1983.74966,0.080862893,0.089102928,0.088098772,0.091512365,0.082226517,0.093974821,0.099158194,0.086288173,0.105052288,0.099734315,0.069911228,0.064850469,0.073741382,0.06796124,0.092262489,0.124768167,0.112021674,0.108516529,0.125865274,0.135387006,0.106030775,10.74953441,186.9736952,591.1429705,2.174298,20300.24463,SGNEBF,93.32583,26.45035,205.9367589,254.4002721
103,Nugu WLS,1974,0,0,46,31586166.62,0.865337647,0,0,0,9.00E-04,9.00E-04,0.002576471,0.002576471,0.003476471,0.003476471,0.003476471,0.005276471,0.005276471,0.007976471,0.008876471,0.008876471,0.008876471,0.008876471,0.008876471,0.008876471,0.008876471,1325.033248,1320.626019,1164.897336,1171.749736,1432.378489,1701.238938,1474.921587,1566.591758,1356.507098,1343.232998,1751.242962,1380.481273,1304.420137,910.4492798,1039.86077,1088.245041,707.8332186,1190.510754,1178.923217,1181.030461,1200.732277,0.993897739,0.945781097,0.903998927,1.000839238,1.032884324,1.097188169,0.992849045,0.997582109,1.005977282,0.925925754,1.052742652,0.897829028,0.919977219,0.974643695,0.975087267,1.084992707,1.12066445,1.307209026,1.288522336,1.437998719,1.617473563,3.596953706,172.0790499,744.1262212,10.18638,3661.843742,WG,76.45041,11.93084,118.1315789,31.30555556
104,Orang National Park,1999,1,2016,21,65188913.07,13.32388588,0.0036,0.0036,0.0045,0.093681176,0.097281176,0.113502352,0.164745881,0.245943528,0.258543528,0.325521175,0.357021175,0.401121175,0.401121175,0.401121175,0.407421175,0.41273294,0.41273294,0.41633294,0.41633294,0.41633294,2597.639333,1981.862593,2207.00414,2205.080811,2677.503933,2059.388735,1699.256698,2230.920495,2036.991523,1946.682482,2717.750018,1917.756033,2533.682458,2040.330217,1990.204961,2233.697386,1781.463424,2233.954087,1729.372809,1883.117927,1841.801722,4.706191118,4.353067725,4.216780125,4.435209108,4.56806695,4.75677351,5.007105809,4.703378318,4.971726735,5.019565515,4.979975642,4.479095624,4.379236013,4.713438289,4.30729541,5.796168453,5.300358708,5.64574719,5.459590776,5.686623438,5.667092817,0.94707446,154.9960161,64.66140922,5.017901,0,SGNEBF,92.323,26.555,176.5121951,50.34340498
105,Pachmarhi WLS/Tiger Reserve,1977,0,0,43,375334296.5,160.7589035,0.0036,0.0072,0.0117,0.0117,0.0117,0.0171,0.0171,0.0234,0.0522,0.0531,0.0549,0.0576,0.0855,0.1071,0.1071,0.1071,0.1071,0.1071,0.1071,0.1071,1566.602891,1417.050432,1632.859165,2340.873133,1487.889131,2272.558677,2142.206779,2013.152465,1709.689748,2127.999851,2236.531467,2205.116171,2103.289002,2827.707459,1661.579191,1582.654393,2467.468084,1672.601811,1797.020628,2728.116668,2086.00846,0.565190535,0.550797001,0.569739339,0.567369995,0.595402494,0.578551244,0.602390463,0.616749344,0.564058868,0.636153217,0.606272442,0.581665091,0.574722504,0.557790933,0.582458681,0.627054872,0.599545174,0.601082558,0.642582853,0.67003173,0.64609608,8.542130819,167.9519315,595.467014,2.593576,44922.8716,CEEG,78.40929,22.54374,208.7224576,130.3863929
106,Painganga WLS,1986,0,0,34,452009038.6,12.41936824,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0027,0.0036,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,1122.258833,1164.353369,1104.43155,1098.13246,844.4251073,1457.204976,1430.381126,1266.844977,1030.172805,901.7957178,1525.436738,1099.961322,1260.707304,1422.481021,931.0579815,969.6149835,1289.083076,1075.334957,1196.008365,1188.708347,1339.582781,0.921573502,0.919933222,0.950658865,0.949104856,0.943407465,0.99584197,1.026704859,1.06675545,1.064710016,1.042900958,1.050814835,1.037898341,0.984669677,0.985238155,0.973793303,0.961787981,0.946923941,0.950665831,0.963125743,0.980943745,0.978655777,3.894898337,163.2731686,385.9097038,5.009389779,74507.27716,CEEG,78.03845,19.58393,127.2918149,89.81249118
107,Pakke/Pakhui WLS/Tiger Reserve,1977,1,2012,43,821912135.7,808.66626,0.0774,0.1188,0.3807,2.260701176,2.482521176,2.561629411,3.319831764,3.446382352,3.626382352,3.813998823,3.960698823,4.864461176,4.881631764,4.934357646,5.676719999,5.851415293,6.023957646,6.137385881,6.17069294,6.620339999,2259.412523,1750.502001,1782.057388,2013.013968,2314.375859,1781.335835,1595.224449,1872.217445,1710.438575,1742.162398,1978.086033,1576.649896,2017.083691,1859.021371,1796.717393,2093.495971,1734.101977,2049.772206,1678.826652,1819.264458,1814.42988,0.024985611,0.026258663,0.026600285,0.029457753,0.031168242,0.032370225,0.034936288,0.033508542,0.036089674,0.036828085,0.036275308,0.036216894,0.03736129,0.038343928,0.038411201,0.033596865,0.035496313,0.036337307,0.040475913,0.041547225,0.038801946,20.64440459,184.0399965,697.2983158,0.588912549,15351.94616,SGNEBF,92.85047,27.09996,739.107507,296.5332306
108,Palamau WLS/Tiger Reserve,1976,1,2012,44,972975546.2,669.9055518,0.1017,0.1566,0.1872,0.240917647,0.299276471,0.391976471,0.505969412,0.619514118,0.666847059,0.811817647,0.835217647,0.936748235,0.961948235,1.002995294,1.002995294,1.031795294,1.078595294,1.155995294,1.175795294,1.193795294,940.4326781,1135.581101,961.8173491,1192.104757,1050.589439,919.8771367,1214.803139,1250.216083,1326.747383,953.0748932,854.4418568,1309.81844,1226.689834,1178.569593,976.8676485,1172.293383,1466.725507,1194.093384,1148.637576,1127.352592,1533.313163,0.423192866,0.43556013,0.445812711,0.466427694,0.473589489,0.48374475,0.511481284,0.500347904,0.522060391,0.532774255,0.534489169,0.535228818,0.593252507,0.604800669,0.59845316,0.608985463,0.628056088,0.651720615,0.665702052,0.679891786,0.697437021,7.619733873,179.8499453,522.2912998,3.449536327,79948.65129,CEEG,84.13203,23.68086,236.3177041,183.8263667
109,Pambadum Shola National Park,2003,0,0,17,13055867.62,12.75341294,0.002795294,0.002795294,0.022048235,0.031595294,0.047795294,0.075328235,0.108472941,0.126564706,0.126564706,0.126564706,0.167061177,0.220764706,0.399575294,0.419512941,0.469154117,0.476354117,0.484715293,0.484715293,0.484715293,0.485008293,1918.379167,2018.358882,1502.723781,1654.074941,1889.350825,2277.371295,2282.001366,2324.781579,2021.207021,1898.398534,2634.194887,2255.295203,1977.430105,1512.781089,1716.320308,2005.298628,1080.601124,1864.497753,1969.295751,1760.534481,1993.123282,0.41329751,0.595433773,0.478897173,0.531594891,0.340422257,0.367978704,0.386016781,0.326716606,0.379817442,0.426784169,0.327882319,0.3172437,0.367989943,0.34398277,0.382225004,0.389684818,0.387975561,0.337937334,0.370600538,0.368209732,0.306030985,19.07461582,220.8901561,2020.343483,9.755681,1998.826848,WG,77.25938,10.14316,139.1176471,297.1205036
110,Pamed Wild Buffalo WLS,1985,0,0,35,451702141.8,303.1885341,0.021448235,0.075448235,0.220348235,0.34649647,0.37979647,0.43199647,0.510469411,0.711169411,0.88031294,0.88481294,1.325191764,1.386705882,1.412805882,1.460505882,1.466805882,1.488405882,1.504605882,1.512705882,1.522605882,1.554105882,1509.639334,1404.242237,1114.211551,1541.817887,1369.858514,1445.331368,1761.123807,1692.419204,1706.610551,1235.111362,2136.565521,1186.549649,1838.466674,1625.383134,1489.986302,1394.966264,1561.369509,1465.421815,1557.106119,1582.257193,1863.815893,0.149168658,0.140428748,0.138638018,0.153452942,0.155318935,0.17182242,0.171729783,0.167548478,0.170866609,0.167322338,0.165827735,0.170691097,0.17413598,0.173737114,0.177985725,0.175616416,0.184284845,0.1879953,0.186170345,0.187065815,0.193387456,4.81833869,158.9909234,216.9632281,0.994579651,40371.95905,CEEG,80.85978,18.31695,270.1261261,133.6050619
111,Pangolakha WLS,2002,0,0,18,120997012.9,70.31866588,0.0099,0.0117,0.0135,0.0162,0.0216,0.0216,0.0315,0.0333,0.0513,0.1035,0.1161,0.1206,0.1224,0.1224,0.1224,0.1326,0.1506,0.1893,0.5052,0.5169,1496.913311,1408.149043,1296.550834,1314.304919,1348.458085,1328.230084,1301.346521,1473.376096,1303.799827,1735.910125,1497.922854,1344.342229,1418.868455,1299.896711,1398.726027,1356.417363,1337.345509,1390.910257,1101.994893,1149.210131,1388.245825,0.293260663,0.533343025,0.473580635,0.458080705,0.299329788,0.417306814,0.43297498,0.359740426,0.525824124,0.695115114,0.630027371,0.611570549,0.631733121,0.651030981,0.614969116,0.4092657,0.370139054,0.336315566,0.409403755,0.376633793,0.316600679,24.70442487,207.7396661,3352.53253,2.086224,8911.488532,SGNEBF,88.83125,27.26853,401.1419355,196.9580364
112,Panna (Gangau) WLS,1981,1,2007,39,601572290.5,74.40183176,0.0018,0.0045,0.0045,0.0045,0.0216,0.0243,0.0261,0.027,0.027,0.027,0.027,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,990.9050745,1157.065559,992.0763764,1221.672542,965.8040344,1201.305895,1076.791025,767.2668663,1169.087344,748.0813002,914.4835319,1219.054843,1319.839599,1702.637402,858.7300083,814.5085614,1428.809125,921.3719505,1119.137204,1525.314209,1014.11364,0.620234973,0.676947294,0.701075968,0.725936297,0.655471309,0.723860896,0.719051209,0.694847025,0.733616455,0.737548322,0.744382785,0.776595846,0.780978533,0.747226837,0.774443986,0.720111487,0.64043116,0.687473541,0.67067923,0.70708137,0.773928001,4.905513358,174.5885159,355.9158912,2.565563972,26537.74345,CEEG,79.95041,24.62274,168.4633205,102.4673463
113,Panpatha WLS,1983,0,0,37,177697849.5,55.85904,9.00E-04,9.00E-04,0.0018,0.0027,0.0045,0.007584706,0.007584706,0.010348235,0.011248235,0.011248235,0.014848235,0.015748235,0.016648235,0.016648235,0.016648235,0.016648235,0.016648235,0.016648235,0.016648235,0.016648235,921.3103472,1228.184142,1075.511487,1401.760717,1096.201044,1331.601316,1184.222771,1003.175732,1245.691795,825.9419604,1060.419863,1384.701958,1433.025987,1644.484219,1031.478777,824.7315509,1496.485046,974.9675652,1153.834288,1460.339451,1147.33886,0.627192513,0.631233722,0.619293899,0.628756806,0.613356292,0.619541398,0.629467512,0.613074718,0.634301789,0.680071495,0.723385176,0.730284339,0.693667928,0.711084025,0.70184108,0.738752202,0.727410285,0.737764749,0.764149516,0.771894971,0.794415962,2.287740044,176.7100784,416.3029225,2.402131508,17204.14009,CEEG,81.05305,23.86279,170.2589286,121.3200601
114,Papikonda National Park,2008,0,0,12,960921116.2,903.3328306,0.0531,0.129416471,0.179816471,0.210416471,0.402052942,0.44286706,0.521142354,0.593092942,0.735356471,0.831197647,0.88968,1.063034118,1.184329412,1.365988236,1.528415295,1.64142706,1.727160001,1.902444707,2.109670589,2.307437648,1582.743432,1508.515142,1154.212972,1524.461865,1396.66176,1625.974319,1780.7673,1784.951265,1595.41544,1196.993881,2226.007731,1231.228116,1951.743052,1727.865757,1475.666375,1374.040883,1553.283098,1440.375232,1694.315707,1629.853988,1885.61579,0.157606991,0.168967603,0.172241026,0.173983818,0.161402452,0.164451292,0.172064502,0.156862917,0.170475712,0.166701854,0.167780942,0.161863783,0.165703136,0.168197679,0.184420867,0.187149945,0.178494067,0.17881865,0.180384368,0.186804311,0.187911264,14.69833113,186.8311628,347.9240715,2.706628,42962.75071,CEEG,81.46467,17.47955,348.2681895,198.5246194
115,Parambikulam WLS/Tiger Reserve,1973,1,2009,47,299129611.1,275.8893388,0.0315,0.046344706,0.140191765,0.167191765,0.168991765,0.171691765,0.171691765,0.199591765,0.200491765,0.200491765,0.221191765,0.518735294,0.530435294,0.530435294,0.532235294,0.532235294,0.564635294,0.590735294,0.615935294,0.615935294,2303.542693,2366.419253,1858.933078,1967.609116,2374.548011,2586.987507,2662.584568,3014.654449,2421.461344,2132.869162,2904.321111,2594.03758,2173.03224,2002.497748,2034.612365,2098.928511,1433.740715,2352.266498,2711.402402,2304.646011,2371.954815,0.634302836,0.630015019,0.584020204,0.58005555,0.619050591,0.545521374,0.614492376,0.619382568,0.608403405,0.573756199,0.555494606,0.496891607,0.658845197,0.763929151,0.71738976,0.880521589,0.674602887,0.734420701,0.698702087,0.738950847,0.862036647,10.85774625,172.16885,699.6994921,18.1774,26209.03867,WG,76.74997,10.42162,196.6723164,284.0623315
116,Peechi-Vazhani WLS,1958,0,0,62,149465152.5,139.1229565,0,0.001012941,0.027112941,0.036112941,0.048550588,0.053950588,0.083650588,0.104971764,0.109471764,0.109471764,0.113971764,0.197519999,0.217955293,0.314770587,0.348970587,0.368770587,0.381550587,0.418679999,0.439224705,0.455424705,2678.055129,2759.789832,2282.543282,2305.408198,2907.903654,2955.557502,3269.108709,3675.785945,2670.315572,2676.582904,3459.910223,3393.071853,2595.376985,2850.928674,2625.640131,2453.970956,1759.023684,3011.457994,3533.347802,2907.716862,2739.188834,1.826250173,1.879822324,1.950870693,1.574423543,2.026584284,1.873550896,1.987261413,1.750015429,1.811200441,1.635289196,1.84355879,1.750995435,1.183821063,1.464250144,1.347424472,1.606856693,1.612590676,1.937935258,1.990199298,2.010399187,2.082081668,12.23689461,181.4401874,258.5277176,18.1774,2756.718524,WG,76.38465,10.5514,351.9388889,251.10744
